sid,scaden_epi,scaden_lymph,scaden_conn,epi_pan_neo,inflam,connective,dead,epi_pan_non_neo,epi_pan_perc,inflam_perc,connective_perc,dead_perc,epi_mon,lymph,macro,neutro,epi_mon_perc,lymph_perc,macro_perc,neutro_perc,epi_manual,lymph_manual,combined_neo_epi,combined_inflam,combined_conn,combined_dead,combined_epi_non_neo,combined_mon_unique_epi,combined_lymph,combined_macro,combined_neutro,combined_epi_perc,combined_inflam_perc,combined_conn_perc,combined_dead_perc,combined_lymph_perc,combined_macro_perc,combined_neutro_perc,scaden_own_epi,scaden_own_lymph
s_47,42.9110257,6.2143857,21.5135667,93004,4698,259667,404,8498,27.7123,1.2827,70.8948,0.1103,81939,16688,2137,602,80.83,16.46,2.11,0.59,40,1,115090,17452,230201,984,2544,4955,173,832,8,32.9329,4.6884,61.8423,0.2643,0.0465,0.2235,0.0021,35.1789263,5.3878317
s_470,51.454564,5.7112157,17.0030777,77445,953,89473,434,1915,46.622,0.5599,52.5632,0.255,51160,4192,3777,68,86.42,7.08,6.38,0.11,60,1,87923,4461,76850,428,558,3865,55,2041,4,52.4142,2.532,43.6189,0.2429,0.0312,1.1584,0.0023,41.0854683,5.7532892
s_471,51.4372154,5.4983187,17.3792315,134288,1599,130121,381,3934,51.1322,0.5915,48.1354,0.1409,97682,5785,4343,238,90.41,5.35,4.02,0.22,50,0,147443,6233,114970,607,1070,5352,73,1868,8,55.4221,2.2451,41.4121,0.2186,0.0263,0.6729,0.0029,41.616443,5.2939084
s_472,48.1663429,5.6259314,19.7302999,74820,1410,162516,414,10461,34.1642,0.5649,65.1051,0.1659,65545,4928,2333,87,89.92,6.76,3.2,0.12,50,0,93865,5400,147162,467,2727,2732,64,1090,8,39.1787,2.1301,58.0486,0.1842,0.0252,0.43,0.0032,39.103876,5.4004634
s_473,50.5495773,5.808408,18.00562,80741,699,72900,233,8638,54.7629,0.4283,44.6661,0.1428,69553,4205,1837,156,91.82,5.55,2.43,0.21,50,0,93186,4328,62827,375,2495,4209,63,712,3,59.3883,2.5732,37.353,0.223,0.0375,0.4233,0.0018,40.6614019,5.7540611
s_474,53.746379,4.9803371,16.555664,166201,839,152221,144,11082,53.643,0.2539,46.0596,0.0436,143850,3668,1371,171,96.5,2.46,0.92,0.11,50,0,183496,3896,139613,321,3161,7909,56,572,2,57.3897,1.1492,41.1806,0.0947,0.0165,0.1687,0.0006,44.6091289,5.1078714
s_475,54.6796988,5.2013804,16.3566024,394838,1876,296696,569,11097,57.5732,0.2661,42.08,0.0807,306648,6626,6917,454,95.63,2.07,2.16,0.14,70,0,426351,7431,267160,883,3251,16093,77,3386,12,61.5054,1.0255,36.8678,0.1219,0.0106,0.4673,0.0017,42.9946809,5.7731244
s_476,50.3123737,5.5124207,18.1024917,130202,1997,170959,380,16644,45.8633,0.6237,53.3943,0.1187,114641,8191,2485,296,91.27,6.52,1.98,0.24,60,0,154767,8729,151207,693,4786,5821,130,1189,5,50.5226,2.6668,46.1945,0.2117,0.0397,0.3632,0.0015,41.2262736,5.3622449
s_477,52.6324565,5.043822,16.8507151,204001,3013,177009,1269,8620,53.9768,0.7649,44.9362,0.3222,143541,7211,6137,566,91.16,4.58,3.9,0.36,70,0,223565,7884,158280,1680,2503,8722,135,3393,30,57.8027,1.941,38.9668,0.4136,0.0332,0.8353,0.0074,43.0732297,5.4750204
s_478,45.042746,6.2933942,20.8014042,216926,2035,377804,368,15673,37.9564,0.3321,61.6515,0.0601,177960,11997,2568,294,92.29,6.22,1.33,0.15,50,1,258505,12608,337008,655,4030,9980,107,1492,6,43.6449,2.0192,53.9739,0.1049,0.0171,0.239,0.001,37.0099773,5.4560602
s_479,45.3247937,6.1266994,20.8985406,212002,2809,317912,406,25925,42.5589,0.5025,56.8661,0.0726,186865,10908,3541,447,92.62,5.41,1.76,0.22,50,0,260166,11581,279487,800,7020,9871,179,1772,42,48.5283,2.0285,48.954,0.1401,0.0314,0.3104,0.0074,37.7490148,5.281724
s_480,51.7617831,5.2507693,17.4279058,191968,1752,165166,719,8351,54.441,0.4761,44.8874,0.1954,129008,4902,4555,99,93.1,3.54,3.29,0.07,60,0,204641,5578,154945,709,2083,5738,81,2351,7,56.4859,1.483,41.1942,0.1885,0.0215,0.625,0.0019,44.089421,4.9533508
s_481,46.9872937,5.5656096,20.2486775,207164,2102,219538,443,7982,49.2067,0.4808,50.2112,0.1013,139318,7350,7083,76,90.57,4.78,4.6,0.05,50,0,223086,8067,203722,422,1932,6794,80,3538,5,51.7847,1.8021,45.5096,0.0943,0.0179,0.7904,0.0011,39.244453,4.9201127
s_482,53.5894269,5.2992234,16.6758503,131221,723,81254,154,1337,61.7442,0.3368,37.8473,0.0717,92710,4368,2972,34,92.63,4.36,2.97,0.03,60,0,142355,4537,67329,170,298,5074,49,1343,2,66.7973,2.0515,30.444,0.0769,0.0222,0.6073,0.0009,42.7595097,5.6365927
s_483,51.2135645,5.409812,17.8559561,144533,854,111067,390,5566,57.2002,0.3254,42.3257,0.1486,86577,4293,6010,153,89.22,4.42,6.19,0.16,50,0,153752,4490,102006,427,1735,4526,134,3202,41,59.1955,1.661,37.7363,0.158,0.0496,1.1846,0.0152,42.1324399,5.2102564
s_484,51.9056143,5.5022088,17.1071033,122046,926,98181,220,3238,55.7782,0.4123,43.7116,0.0979,94505,5044,3817,75,91.36,4.88,3.69,0.07,60,0,135409,5277,82866,223,836,4577,44,1674,3,60.9859,2.2853,35.8869,0.0966,0.0191,0.725,0.0013,42.0760994,5.4325486
s_485,46.4691702,6.4645474,19.7175697,53186,363,48804,107,2872,53.2203,0.3446,46.3335,0.1016,40808,2014,1745,41,91.48,4.51,3.91,0.09,40,0,59319,2127,43055,148,683,2279,15,739,0,57.4734,1.9628,39.7315,0.1366,0.0138,0.682,0,39.306971,5.916038
s_486,50.0200113,5.7729777,17.9694925,232857,800,167114,415,4041,58.4606,0.1974,41.2396,0.1024,129358,4461,3945,128,93.81,3.24,2.86,0.09,60,0,247790,4697,150820,509,1411,6385,83,2189,22,61.7498,1.1348,36.4382,0.123,0.0201,0.5289,0.0053,41.1842655,5.4909116
s_488,54.5174174,5.081631,15.991815,215265,1164,180688,358,7449,55.0014,0.2875,44.6227,0.0884,158925,4462,3838,139,94.96,2.67,2.29,0.08,50,0,232225,4850,165139,454,2256,8111,51,1753,3,58.4782,1.1691,39.8077,0.1094,0.0123,0.4226,0.0007,45.08154,5.5055365
s_489,51.0049329,5.3535343,17.8735666,171874,2236,243643,545,21373,43.9526,0.5086,55.4148,0.124,139325,8739,3038,290,92.03,5.77,2.01,0.19,70,0,202027,9258,221599,813,5974,7615,119,1488,15,48.0312,2.0623,49.364,0.1811,0.0265,0.3315,0.0033,41.183299,5.2775374
s_49,48.9364423,5.8869524,18.5540195,81540,1698,112468,279,2586,42.3657,0.8551,56.6387,0.1405,52385,7112,5518,73,80.48,10.93,8.48,0.11,40,1,89917,7679,100131,312,532,2788,72,2131,1,45.8025,3.7723,49.1892,0.1533,0.0354,1.0469,0.0005,40.0121408,5.4198551
s_490,46.8918654,5.7542702,20.0243595,153952,1178,223936,343,11987,42.3967,0.301,57.2147,0.0876,124931,4437,2637,91,94.58,3.36,2,0.07,40,0,178756,4838,204839,397,2566,6437,66,1535,8,47.0053,1.2112,51.2813,0.0994,0.0165,0.3843,0.002,38.8250216,5.1397882
s_491,54.7450063,5.3094132,16.5198628,137361,1077,69046,260,5855,67.049,0.5042,32.3251,0.1217,108459,3093,3384,87,94.29,2.69,2.94,0.08,60,0,148599,3310,60274,315,1101,4424,31,1618,5,70.1594,1.5068,27.4376,0.1434,0.0141,0.7365,0.0023,44.2239598,5.9676104
s_492,49.8476311,5.5212107,18.5874403,247596,1084,288442,242,12652,47.3164,0.1971,52.4425,0.044,193227,6064,2672,130,95.61,3,1.32,0.06,40,0,273668,6415,265916,354,3663,9382,84,1342,6,51.123,1.1438,47.4147,0.0631,0.015,0.2393,0.0011,40.4968315,5.402073
s_493,46.636539,5.6913132,20.149583,85160,541,116257,213,7700,44.2462,0.2578,55.3945,0.1015,69566,3357,1148,23,93.89,4.53,1.55,0.03,40,0,99101,3501,105091,197,1981,3527,60,499,4,48.8916,1.6363,49.1169,0.0921,0.028,0.2332,0.0019,39.7247054,4.8835215
s_495,50.777178,5.568186,17.5941517,193319,1623,213209,801,7550,48.2276,0.3897,51.1904,0.1923,155263,4898,5927,235,93.35,2.94,3.56,0.14,60,1,214403,5583,193424,892,2200,8344,72,2951,19,52.5715,1.3048,45.2044,0.2085,0.0168,0.6897,0.0044,41.4401245,5.3900113
s_496,50.5394983,5.4998123,17.3212177,58699,724,79051,703,6192,44.6388,0.498,54.3795,0.4836,36571,2789,2602,34,87.08,6.64,6.2,0.08,40,0,65966,2990,73275,621,2517,2086,51,1226,2,47.4464,2.0103,49.2658,0.4175,0.0343,0.8243,0.0013,42.7832181,5.6892062
s_497,49.5757715,5.7737904,18.0958306,168729,5434,194077,627,6970,46.7487,1.4458,51.6386,0.1668,126716,8492,5961,2409,88.26,5.91,4.15,1.68,60,1,187472,9860,172785,3682,2038,6012,109,3480,63,50.7189,2.5577,44.8209,0.9551,0.0283,0.9027,0.0163,39.5863186,5.4538886
s_498,52.9834907,5.2948112,17.0096763,173560,745,138784,349,2566,55.7354,0.2358,43.9184,0.1104,128902,2563,2127,71,96.44,1.92,1.59,0.05,60,0,185419,2807,126642,387,749,4753,66,1571,20,59.2161,0.8706,39.2793,0.12,0.0205,0.4873,0.0062,43.3290339,5.6533039
s_499,53.882157,5.0316923,17.0289257,113513,576,87892,317,2325,56.6104,0.2815,42.9531,0.1549,83228,1884,2624,23,94.84,2.15,2.99,0.03,50,0,119658,2071,82003,296,595,4217,31,1248,0,59.2379,0.9856,39.0269,0.1409,0.0148,0.5939,0,43.7582415,5.3761977
s_5,47.8666848,5.6625421,19.0029555,41323,609,60453,334,1940,41.3371,0.5819,57.7619,0.3191,33695,2453,2978,57,85.99,6.26,7.6,0.15,40,0,48805,2678,52306,328,542,1783,25,1363,3,47.4159,2.4835,48.5065,0.3042,0.0232,1.264,0.0028,39.066164,5.5410667
s_50,46.3691196,5.3510626,20.1365732,134141,1232,138713,658,9696,50.5685,0.4331,48.7671,0.2313,82940,4745,5529,125,88.86,5.08,5.92,0.13,50,0,146375,5220,128992,682,3171,3922,99,3358,35,52.5838,1.7886,44.1974,0.2337,0.0339,1.1506,0.012,38.896941,5.3264262
s_501,47.9478391,6.038458,18.4059972,82164,1857,188104,434,5968,31.6422,0.6667,67.5353,0.1558,38870,7423,823,361,81.87,15.63,1.73,0.76,50,0,88017,7929,178780,813,2988,1938,110,448,5,33.0725,2.8214,63.6164,0.2893,0.0391,0.1594,0.0018,38.8881206,5.1806152
s_503,51.5596507,5.1884384,17.5844921,74954,903,134415,207,5528,37.259,0.418,62.2272,0.0958,53871,3056,546,139,93.51,5.3,0.95,0.24,40,0,81823,3420,128219,316,2229,2277,51,296,8,39.4847,1.5642,58.6442,0.1445,0.0233,0.1354,0.0037,42.4435174,5.1752081
s_504,50.1450676,5.5962777,18.5287508,311529,2231,393695,1075,11679,44.877,0.3098,54.664,0.1493,205209,6554,2906,659,95.3,3.04,1.35,0.31,60,0,342151,7435,364454,1778,4391,9963,84,1215,33,48.7359,1.0164,49.8226,0.2431,0.0115,0.1661,0.0045,40.957505,5.3706174
s_505,49.7360434,5.5231791,18.8897002,257762,1512,238091,1027,8982,52.5734,0.298,46.9261,0.2024,153296,4841,2642,160,95.25,3.01,1.64,0.1,70,0,276684,5512,220595,1118,3465,7023,40,1211,7,55.6907,1.0689,42.7796,0.2168,0.0078,0.2348,0.0014,40.2052904,5.311759
s_507,51.865071,5.2815935,18.2210804,109966,1225,127438,455,2653,46.5874,0.5067,52.7176,0.1882,60946,3155,4967,208,87.98,4.55,7.17,0.3,40,0,118260,3469,118172,611,1225,3969,100,3242,22,49.566,1.3928,47.4453,0.2453,0.0401,1.3016,0.0088,41.962885,5.261524
s_509,56.0018569,4.8686064,15.6895298,195261,739,175811,218,3331,52.9071,0.1969,46.838,0.0581,126689,1407,1686,76,97.56,1.08,1.3,0.06,60,0,203696,1764,168036,289,1575,6348,23,916,7,55.303,0.461,43.9133,0.0755,0.006,0.2394,0.0018,46.888372,5.2514065
s_510,54.29778,5.2988064,16.4379133,176277,886,118832,229,5708,60.2735,0.2934,39.3572,0.0758,107707,4082,2001,117,94.56,3.58,1.76,0.1,70,0,191376,4364,103740,310,2142,5592,55,1150,21,64.4891,1.4134,33.6,0.1004,0.0178,0.3725,0.0068,44.1733071,5.6775017
s_511,46.3091356,6.2429797,19.4466965,190811,2734,195341,1236,19956,51.3968,0.6667,47.6351,0.3014,160463,8748,6007,221,91.46,4.99,3.42,0.13,50,0,221942,9578,170851,1289,6418,8612,112,2786,9,56.2082,2.2718,40.5247,0.3057,0.0266,0.6608,0.0021,39.155155,5.0164521
s_512,51.8031964,5.4652751,17.8290424,256710,5523,278663,2668,16696,48.7998,0.9858,49.7382,0.4762,181588,9979,14719,713,87.72,4.82,7.11,0.34,60,0,282619,11263,258393,2786,5199,7262,191,6789,67,51.3568,1.9603,44.9716,0.4849,0.0332,1.1816,0.0117,41.8451976,5.6522178
s_513,53.59277,4.8323597,16.5073484,164678,2242,186158,1198,13220,48.4081,0.6101,50.6558,0.326,110185,5313,8323,123,88.9,4.29,6.72,0.1,50,0,179226,5799,176690,1078,4703,5782,152,5169,14,50.1068,1.5316,46.6677,0.2847,0.0401,1.3652,0.0037,44.1359837,5.1080098
s_514,48.806016,5.8034558,18.7852974,64773,2580,79302,879,5193,45.8112,1.6893,51.924,0.5755,50741,5140,4633,112,83.7,8.48,7.64,0.18,50,0,74366,5605,70418,723,1615,2173,98,2170,16,49.7213,3.5659,44.7997,0.46,0.0623,1.3805,0.0102,40.0266174,5.3769882
s_515,56.8987635,5.0892334,14.969267,126466,288,36270,174,3023,77.9017,0.1733,21.8203,0.1047,67720,926,1984,143,95.69,1.31,2.8,0.2,70,0,130497,1014,33148,331,1231,4160,12,1020,4,79.2734,0.5915,19.3376,0.1931,0.007,0.595,0.0023,45.4448973,6.094498
s_516,47.7876695,5.8929214,19.3846085,31457,206,34974,116,1338,48.1635,0.3025,51.3636,0.1704,20817,678,1376,32,90.89,2.96,6.01,0.14,40,0,34248,768,32445,138,492,1236,8,786,2,51.3041,1.0952,46.2687,0.1968,0.0114,1.1209,0.0029,38.9055923,5.3916024
s_517,48.1680899,5.9783863,19.4120547,177536,2023,203831,668,9932,47.5819,0.5135,51.7351,0.1695,121533,6605,3561,239,92.11,5.01,2.7,0.18,50,0,197486,7193,185132,783,3396,5863,115,1866,12,51.4488,1.79,46.0704,0.1949,0.0286,0.4644,0.003,41.1235569,5.0667049
s_518,54.6163731,4.9032301,16.425334,156212,741,165020,120,6185,49.4694,0.2257,50.2684,0.0366,110989,2783,1367,77,96.33,2.42,1.19,0.07,50,0,169797,3076,152964,198,2243,6645,25,653,0,53.2433,0.9166,45.5791,0.059,0.0074,0.1946,0,43.9564675,5.0762189
s_519,54.7775163,5.197523,16.1084806,195718,1464,158045,443,8406,56.0663,0.4021,43.4099,0.1217,122893,3297,3218,249,94.78,2.54,2.48,0.19,50,0,209165,3932,146853,650,3476,6281,81,1729,18,58.8207,1.0565,39.457,0.1746,0.0218,0.4646,0.0048,44.1746632,5.5600397
s_52,55.3285944,4.8070401,16.3760041,174509,528,83700,373,3980,67.8433,0.2007,31.8142,0.1418,100060,2910,2621,20,94.74,2.76,2.48,0.02,60,0,180061,3079,78668,327,955,5029,36,1046,0,69.1101,1.1438,29.2228,0.1215,0.0134,0.3886,0,45.4050993,5.2674224
s_522,52.2783644,5.2961556,16.6654134,67188,2160,96269,608,5209,42.2302,1.26,56.1551,0.3547,49595,4335,8370,80,79.5,6.95,13.42,0.13,60,0,75296,4783,89351,574,1430,2255,67,3877,7,44.4613,2.6925,50.2989,0.3231,0.0377,2.1825,0.0039,41.3129563,5.6949164
s_523,54.5085233,4.8712574,15.9722215,96279,1998,74971,713,2743,56.0383,1.1307,42.4274,0.4035,72001,3234,3574,72,91.28,4.1,4.53,0.09,50,0,102148,3643,69436,592,885,3802,69,1530,13,58.6625,2.0004,38.1269,0.3251,0.0379,0.8401,0.0071,45.0461956,5.1705303
s_524,50.2198774,5.5789212,18.1725745,312180,3467,307632,714,46762,53.5131,0.5169,45.8635,0.1064,282678,11660,4302,622,94.46,3.9,1.44,0.21,60,0,370064,13069,273761,1214,12647,10122,148,1902,19,57.5204,1.9136,40.0853,0.1778,0.0217,0.2785,0.0028,41.6626836,4.9544889
s_525,49.0872532,5.4682147,19.5105914,91641,2206,110976,1262,20933,49.5881,0.9717,48.8842,0.5559,94222,7793,4358,303,88.33,7.31,4.09,0.28,50,0,116436,8351,96328,1220,4683,3238,156,1880,23,53.5295,3.5947,41.4644,0.5251,0.0672,0.8092,0.0099,40.479718,5.1826471
s_526,50.380047,6.1129579,17.0960861,87842,1027,61871,421,5755,59.6478,0.6545,39.4294,0.2683,64208,3730,2668,151,90.74,5.27,3.77,0.21,60,0,98740,4056,52016,511,1593,3163,46,1157,6,64.1684,2.5148,32.2504,0.3168,0.0285,0.7174,0.0037,42.610353,5.5318095
s_527,50.1591872,5.4282645,18.6403729,120662,825,187003,254,6285,40.2969,0.2619,59.3606,0.0806,105832,4559,5959,89,90.89,3.92,5.12,0.08,40,0,141655,4863,166427,328,1756,5528,38,4668,4,45.7898,1.4951,51.1663,0.1008,0.0117,1.4351,0.0012,41.4591266,5.3220708
s_528,46.854979,5.9054409,19.5411077,303691,2602,332339,793,24834,49.4574,0.3917,50.0315,0.1194,261373,13395,5466,216,93.2,4.78,1.95,0.08,50,0,349562,14073,293997,959,5668,10544,143,2828,2,53.9668,2.0763,43.3767,0.1415,0.0211,0.4172,0.0003,39.9078008,4.8814729
s_53,46.9778512,6.144931,19.6043368,125375,1244,108540,362,2585,53.7408,0.5225,45.5847,0.152,77421,4414,3886,77,90.24,5.14,4.53,0.09,40,0,132074,4953,99805,403,871,2776,78,2214,9,55.8102,2.0367,41.0411,0.1657,0.0321,0.9104,0.0037,39.9190223,5.4803927
s_530,50.2168724,5.6235964,18.3020652,198151,2678,160230,1810,13894,56.2807,0.7108,42.5281,0.4804,161008,8288,11561,611,88.73,4.57,6.37,0.34,50,0,222334,9046,138600,2028,4755,9661,83,5571,40,60.3772,2.307,35.3465,0.5172,0.0212,1.4207,0.0102,41.1721528,5.351155
s_532,53.488313,5.370201,16.7936163,118682,1347,119784,244,5668,50.6054,0.5482,48.7472,0.0993,89743,4448,2498,454,92.38,4.58,2.57,0.47,50,0,132252,4770,105921,749,2033,4577,71,1070,3,55.2254,1.897,42.1248,0.2979,0.0282,0.4255,0.0012,42.8080873,5.6143125
s_533,50.4178448,5.7889171,17.9658521,269588,3456,214390,638,16443,56.6943,0.685,42.4943,0.1265,261522,12716,5719,239,93.34,4.54,2.04,0.09,50,1,317578,13443,169128,814,3552,10937,122,2409,6,64.107,2.5952,32.6509,0.1571,0.0236,0.4651,0.0012,41.4324707,5.4625752
s_534,37.4818396,7.0247522,23.5027973,171477,2671,195440,1462,17017,48.5725,0.6883,50.3624,0.3767,164320,10255,11878,177,88.05,5.49,6.36,0.09,60,0,202781,10730,169051,1333,4172,7875,202,5634,11,53.4679,2.6706,42.0746,0.3318,0.0503,1.4022,0.0027,34.1738775,5.0382759
s_535,51.3828522,5.2528599,17.3941372,109986,1925,171064,1016,8863,40.583,0.6573,58.4127,0.3469,89882,5925,9287,104,85.44,5.63,8.83,0.1,50,0,132260,6502,150841,898,2353,4336,102,4472,16,46.0431,2.1545,49.9838,0.2976,0.0338,1.4819,0.0053,41.6567897,5.3739825
s_537,46.0615967,5.9972608,20.2012941,99837,1125,161508,275,4862,39.1242,0.4204,60.3527,0.1028,79175,4454,1510,243,92.73,5.22,1.77,0.28,50,0,115266,4781,145709,517,1334,4681,41,786,7,44.4054,1.7505,53.3494,0.1893,0.015,0.2878,0.0026,37.1583838,5.0339315
s_538,53.1277311,5.5235794,16.8263661,276444,1420,182499,603,15194,61.2479,0.2982,38.3272,0.1266,221111,6218,5628,203,94.83,2.67,2.41,0.09,60,0,305820,6624,159092,744,3880,8905,55,3174,10,65.2473,1.3565,32.5805,0.1524,0.0113,0.65,0.002,43.0304535,5.5920025
s_539,51.6548947,5.7444146,17.201948,81787,963,81308,471,2704,50.5229,0.5758,48.6196,0.2816,58497,2687,2641,215,91.34,4.2,4.12,0.34,50,0,91072,2949,71590,677,945,3082,40,1502,10,55.3329,1.7159,41.6543,0.3939,0.0233,0.8739,0.0058,41.7154928,5.4895962
s_541,49.2376686,5.735655,17.9608009,286184,1335,248944,486,8383,54.0161,0.2448,45.65,0.0891,174512,6025,7123,276,92.86,3.21,3.79,0.15,60,1,304561,6417,230757,742,2855,9267,102,4471,17,56.6326,1.1476,41.2664,0.1327,0.0182,0.7996,0.003,40.6890103,5.3833848
s_542,53.865915,5.245387,17.2016757,91959,1014,102292,431,1326,47.3475,0.5147,51.9191,0.2188,39728,3024,4295,162,84.15,6.41,9.1,0.34,60,0,99878,3301,92786,569,488,2887,91,2603,12,50.9602,1.6292,45.7942,0.2808,0.0449,1.2847,0.0059,42.1022553,5.8224904
s_543,50.002059,5.6141667,18.2863319,130406,1952,128933,731,5067,50.722,0.7308,48.2734,0.2737,94544,7482,5033,330,88.04,6.97,4.69,0.31,50,0,144485,7827,112432,919,1426,5977,109,2844,55,55.0171,2.8351,40.7253,0.3329,0.0395,1.0302,0.0199,40.7621897,5.3564259
s_545,45.2008155,6.2381034,19.594294,235717,2832,294621,918,23792,46.517,0.5076,52.8108,0.1646,220597,13252,6514,725,91.5,5.5,2.7,0.3,50,1,285616,14354,250519,1516,5875,9207,170,3289,64,52.6976,2.5156,43.9037,0.2657,0.0298,0.5764,0.0112,37.654995,5.1429517
s_546,45.4067523,6.0295996,20.070422,51501,435,54443,293,2105,49.2806,0.3999,50.0501,0.2694,33583,1940,2070,72,89.16,5.15,5.5,0.19,40,1,56452,2099,49289,318,619,1643,19,854,3,52.7548,1.886,44.2864,0.2857,0.0171,0.7673,0.0027,37.3977142,5.0626017
s_547,52.1201325,5.4926663,16.7720464,251541,8226,206402,2249,25394,56.0811,1.6658,41.7977,0.4554,208982,20300,5621,933,88.61,8.61,2.38,0.4,50,0,284119,21839,177431,2863,7560,7411,252,2543,35,59.337,4.3327,35.2009,0.568,0.05,0.5045,0.0069,42.7222723,5.4003309
s_548,53.0820717,5.4365161,16.7095569,218934,1364,204427,276,8180,52.4294,0.3149,47.1921,0.0637,180515,6815,3573,147,94.49,3.57,1.87,0.08,60,0,251276,7202,171929,401,2373,10609,78,1471,6,59.3378,1.6172,38.6058,0.09,0.0175,0.3303,0.0013,42.3175045,5.7925886
s_549,51.4738482,5.5072246,17.9049497,186077,2529,187420,868,14948,51.3026,0.6454,47.8305,0.2215,151427,6634,4133,339,93.17,4.08,2.54,0.21,50,0,212078,7651,166906,1139,4068,6914,72,1978,14,55.6509,1.9088,41.6411,0.2842,0.018,0.4935,0.0035,41.6927188,5.7515228
s_55,55.4167577,4.9687678,15.7449095,133293,1442,86138,732,4662,60.97,0.6373,38.0692,0.3235,69345,3947,2071,69,91.93,5.23,2.75,0.09,60,0,138402,4399,81146,710,1610,3191,46,913,6,62.1479,1.9091,35.2161,0.3081,0.02,0.3962,0.0026,45.0834458,5.469464
s_550,53.6032471,5.4464131,16.6341512,170171,2726,129671,580,2661,56.5163,0.8914,42.4026,0.1897,119571,6723,11876,219,86.4,4.86,8.58,0.16,70,0,188223,7217,109103,700,566,9185,89,6562,15,61.5476,2.2437,33.9187,0.2176,0.0277,2.04,0.0047,42.548285,5.9123667
s_551,49.4875995,5.7291053,18.2823634,182353,2444,247792,1332,16944,44.2033,0.5421,54.9592,0.2954,148345,8699,6189,204,90.77,5.32,3.79,0.12,50,0,217847,9583,217749,1408,4278,6276,183,3356,28,49.5761,2.0801,47.264,0.3056,0.0397,0.7284,0.0061,41.424608,5.2680174
s_553,50.0694165,5.6105007,17.8452528,189078,3675,206120,619,10920,48.731,0.8954,50.2227,0.1508,150312,8171,4227,333,92.19,5.01,2.59,0.2,50,0,210236,9400,186760,844,3172,6340,130,1888,8,52.4736,2.2446,44.5964,0.2015,0.031,0.4508,0.0019,41.8766055,5.1965563
s_554,47.7012337,5.8998605,19.0327619,249453,3112,234831,999,10704,52.1253,0.6235,47.051,0.2002,181821,9990,6603,195,91.55,5.03,3.32,0.1,60,1,274643,10994,209617,1067,2778,8445,209,3250,14,55.9406,2.1514,41.0196,0.2088,0.0409,0.636,0.0027,39.7352812,5.0439209
s_555,51.223522,5.4013446,17.4048109,168119,3260,147432,815,19018,55.2607,0.9627,43.536,0.2407,139438,9963,6080,188,89.57,6.4,3.91,0.12,50,0,191907,10773,131158,863,3943,4448,155,3280,14,57.7992,3.1087,37.8478,0.249,0.0447,0.9465,0.004,42.1948881,5.2369147
s_556,49.807796,5.639757,18.2314737,80777,988,112859,517,2101,42.0184,0.5009,57.2185,0.2621,53742,2474,5438,81,87.05,4.01,8.81,0.13,40,0,90798,2825,102393,532,694,3450,37,2504,12,46.7131,1.3899,50.3791,0.2618,0.0182,1.232,0.0059,40.174468,5.7505648
s_557,52.5655671,5.3171868,16.2266779,182201,2445,183139,576,14245,51.3442,0.639,47.8662,0.1505,162009,10226,4583,169,91.54,5.78,2.59,0.1,60,0,214786,10931,152768,690,3431,6612,108,2632,5,57.3598,2.7888,38.9751,0.176,0.0276,0.6715,0.0013,43.6580235,5.3891183
s_56,41.0012542,6.98981,20.8520407,89414,2561,52117,825,633,61.8667,1.7595,35.8069,0.5668,46338,4982,5817,367,80.58,8.66,10.12,0.64,70,1,92679,5989,45772,926,184,2855,60,2304,29,63.4743,3.9715,30.3532,0.6141,0.0398,1.5279,0.0192,35.7517126,5.0224284
s_562,52.9732533,5.4985975,16.5381703,47053,508,62018,157,2542,44.1716,0.4524,55.2361,0.1398,30551,1624,581,68,93.08,4.95,1.77,0.21,40,1,52127,1820,57232,215,884,1659,14,235,1,47.8776,1.5939,50.1213,0.1883,0.0123,0.2058,0.0009,43.4919905,5.691371
s_565,52.532179,5.0192324,17.2606021,253200,2461,360880,434,19236,42.8216,0.3868,56.7233,0.0682,166126,9243,6089,345,91.38,5.08,3.35,0.19,60,0,280481,9850,337658,731,7491,12126,158,3856,40,45.9997,1.5098,51.757,0.112,0.0242,0.5911,0.0061,42.756587,5.2352275
s_57,41.9571625,6.5586891,21.7969623,63783,1701,77328,488,637,44.7557,1.1818,53.7235,0.339,26846,3612,4920,148,75.57,10.17,13.85,0.42,40,1,66688,4216,72197,552,284,1741,54,2324,3,46.4092,2.8475,48.7623,0.3728,0.0365,1.5696,0.002,35.7859605,5.2497521
s_58,47.6820431,5.4750679,19.3912973,156022,2800,246511,1132,10354,39.9156,0.6718,59.141,0.2716,98455,8634,6132,144,86.85,7.62,5.41,0.13,50,0,170300,9743,232446,1083,3247,4784,86,2168,7,42.0727,2.2986,54.8398,0.2555,0.0203,0.5115,0.0017,40.1923137,5.2467145
s_59,50.4885377,5.4672704,17.4845847,150229,913,133604,387,5205,53.5355,0.3145,46.0167,0.1333,105251,3994,3281,80,93.47,3.55,2.91,0.07,60,1,162575,4290,121728,440,1305,5396,65,1341,4,56.9677,1.4437,40.966,0.1481,0.0219,0.4513,0.0013,42.625743,5.1869171
s_6,46.2243024,6.3910973,19.9550336,96408,1342,125189,718,2317,43.6887,0.5939,55.3997,0.3177,56371,4258,6954,139,83.24,6.29,10.27,0.21,40,1,103682,4732,116167,780,613,3209,69,2741,10,46.3373,2.0396,50.0713,0.3362,0.0297,1.1815,0.0043,38.8565311,5.9094457
